input1,input2,input3,input4,input5,input6,input7,input8,input9,input10,input11,input12,input13,input14,input15,input16,input17,input18,input19,input20,input21,input22,input23,input24,input25,output1,output2,output3,output4,output5,output6,output7
1.015998e-01,9.616653e-02,6.952440e-02,5.283085e-02,4.010550e-02,3.382535e-02,3.090160e-02,2.890085e-02,2.592787e-02,2.524564e-02,2.435958e-02,2.143254e-02,2.077302e-02,1.435533e-02,1.394786e-02,1.362161e-02,1.153844e-02,1.110264e-02,8.727751e-03,8.383026e-03,8.231290e-03,7.616358e-03,7.332260e-03,6.489450e-03,2.524564e-02,4.029676e-08,-1.398320e-06,8.823242e-06,-2.049626e-05,1.161035e-03,1.715121e-03,2.118642e-02
2.436340e-01,1.523996e-01,1.025004e-01,8.900225e-02,7.994922e-02,7.908371e-02,7.240307e-02,6.447134e-02,5.846125e-02,5.807229e-02,5.375024e-02,4.691385e-02,4.271624e-02,4.115555e-02,3.997495e-02,3.639307e-02,3.423237e-02,3.305585e-02,3.122472e-02,2.965536e-02,2.527402e-02,2.514648e-02,2.466279e-02,2.231386e-02,5.807229e-02,8.020637e-08,-2.378476e-06,1.290088e-05,3.451342e-05,7.261313e-04,1.609013e-03,2.151133e-02
1.007619e-01,9.046425e-02,8.829706e-02,7.902000e-02,7.031573e-02,6.414318e-02,6.373364e-02,5.968138e-02,5.619543e-02,5.183378e-02,4.879377e-02,4.724882e-02,3.908703e-02,3.633831e-02,3.585750e-02,3.409043e-02,3.267154e-02,3.098865e-02,2.884768e-02,2.694064e-02,2.673106e-02,2.623891e-02,2.398149e-02,2.009852e-02,5.183378e-02,6.769259e-08,-2.051823e-06,1.096350e-05,2.329500e-05,8.597847e-04,1.677245e-03,2.164062e-02
5.258917e-02,4.014683e-02,2.904811e-02,2.828847e-02,2.255211e-02,1.664471e-02,1.404810e-02,1.056854e-02,8.758595e-03,6.335468e-03,5.708771e-03,5.562127e-03,5.334855e-03,5.253725e-03,4.058920e-03,3.742930e-03,3.677301e-03,2.754558e-03,2.652621e-03,2.161627e-03,2.127061e-03,1.857095e-03,1.471591e-03,1.345796e-03,6.335468e-03,5.275318e-08,-1.682113e-06,9.446080e-06,2.776201e-06,1.007388e-03,1.653876e-03,2.130543e-02
5.311992e-02,4.429888e-02,4.101358e-02,3.704755e-02,3.170389e-02,3.055580e-02,2.986722e-02,2.355514e-02,2.238243e-02,2.045705e-02,1.993603e-02,1.961180e-02,1.929218e-02,1.669319e-02,1.252894e-02,1.006519e-02,9.666664e-03,7.020039e-03,6.697184e-03,5.979376e-03,5.731058e-03,5.561958e-03,5.325802e-03,5.100170e-03,2.045705e-02,5.753074e-08,-1.782178e-06,9.348459e-06,1.462066e-05,9.548951e-04,1.661893e-03,2.156602e-02
1.693991e-01,1.648095e-01,1.297704e-01,9.455839e-02,8.609914e-02,8.161792e-02,8.022312e-02,7.871709e-02,5.403096e-02,4.961173e-02,4.260068e-02,3.607751e-02,3.413352e-02,3.140361e-02,2.962301e-02,2.758989e-02,2.608680e-02,2.446688e-02,2.423558e-02,2.307897e-02,2.275313e-02,2.264581e-02,1.950326e-02,1.915134e-02,4.961173e-02,5.305624e-08,-1.747299e-06,1.121720e-05,-1.283598e-05,1.039531e-03,1.713682e-03,2.111188e-02
3.747749e-01,1.830173e-01,1.612246e-01,1.360338e-01,1.113010e-01,1.110823e-01,9.175283e-02,8.876278e-02,7.859819e-02,6.469754e-02,6.358794e-02,4.588335e-02,4.491614e-02,4.413746e-02,4.310308e-02,3.591261e-02,3.324313e-02,3.094751e-02,2.849268e-02,2.807336e-02,2.638471e-02,2.445499e-02,2.302819e-02,2.276010e-02,6.469754e-02,9.281152e-08,-2.891604e-06,2.028867e-05,-6.490184e-06,7.578767e-04,1.796966e-03,2.122787e-02
1.485357e-01,1.286999e-01,1.180701e-01,1.079695e-01,9.494626e-02,7.722661e-02,7.166983e-02,6.964829e-02,6.692825e-02,6.411951e-02,6.022356e-02,5.928874e-02,5.862325e-02,5.734031e-02,5.653170e-02,5.351618e-02,5.222959e-02,5.019488e-02,4.731331e-02,4.596424e-02,4.383311e-02,4.316211e-02,4.162697e-02,3.940237e-02,6.411951e-02,5.520270e-08,-1.722527e-06,8.976672e-06,1.258146e-05,9.866808e-04,1.704189e-03,2.168948e-02
1.331997e-01,9.260182e-02,8.417854e-02,8.238526e-02,7.903101e-02,5.418901e-02,4.867787e-02,3.721891e-02,3.290676e-02,2.842302e-02,2.218200e-02,2.197769e-02,2.117370e-02,1.848735e-02,1.784462e-02,1.470687e-02,1.372359e-02,1.192173e-02,1.171363e-02,1.127829e-02,1.052688e-02,1.032798e-02,1.007519e-02,9.597142e-03,2.842302e-02,4.502181e-08,-1.608126e-06,1.226203e-05,-4.099098e-05,1.147296e-03,1.726654e-03,2.058653e-02
1.302453e-01,1.067813e-01,9.224131e-02,8.950744e-02,8.310074e-02,7.557568e-02,7.450051e-02,7.319229e-02,7.154487e-02,6.484645e-02,6.155134e-02,6.056212e-02,5.741008e-02,5.629245e-02,5.539174e-02,5.270052e-02,5.183213e-02,5.079438e-02,4.897500e-02,4.713123e-02,4.595772e-02,4.414598e-02,4.392525e-02,4.354154e-02,6.484645e-02,9.431396e-08,-2.699433e-06,1.361706e-05,6.044559e-05,5.553164e-04,1.503743e-03,2.165534e-02
1.122827e-01,9.883113e-02,9.172333e-02,9.021785e-02,8.091962e-02,7.964284e-02,7.219826e-02,7.082407e-02,6.449961e-02,6.339560e-02,6.038599e-02,5.684512e-02,5.381407e-02,5.329088e-02,5.230690e-02,4.929450e-02,4.640663e-02,4.578208e-02,4.425297e-02,4.336445e-02,4.191355e-02,4.032790e-02,3.816266e-02,3.604899e-02,6.339560e-02,7.394787e-08,-2.164243e-06,1.033771e-05,4.322297e-05,7.759039e-04,1.606510e-03,2.194559e-02
2.761328e-01,2.302651e-01,2.026403e-01,1.801448e-01,1.334021e-01,1.150158e-01,9.917840e-02,9.769893e-02,8.384526e-02,7.878418e-02,7.725249e-02,6.948273e-02,6.900493e-02,6.504386e-02,5.721921e-02,5.289533e-02,5.201542e-02,4.776914e-02,4.769614e-02,4.615355e-02,4.462912e-02,4.354814e-02,4.271068e-02,4.056125e-02,7.878418e-02,1.023278e-07,-2.902935e-06,1.441994e-05,7.115493e-05,5.063276e-04,1.641356e-03,2.219815e-02
7.059417e-02,6.298764e-02,6.072144e-02,5.865273e-02,5.461090e-02,5.258525e-02,4.984724e-02,4.824661e-02,4.787334e-02,4.413560e-02,4.402726e-02,4.372795e-02,4.355527e-02,4.175900e-02,4.018724e-02,3.753907e-02,3.667581e-02,3.620658e-02,3.557363e-02,3.542878e-02,3.514440e-02,3.324796e-02,3.288638e-02,3.262130e-02,4.413560e-02,1.080793e-07,-3.029562e-06,1.465015e-05,8.205664e-05,4.316772e-04,1.539382e-03,2.216816e-02
1.459485e-01,1.149931e-01,1.029569e-01,9.997206e-02,9.191970e-02,8.392508e-02,6.813907e-02,6.425346e-02,5.700281e-02,5.638698e-02,5.190229e-02,4.210345e-02,3.974066e-02,3.953426e-02,3.813833e-02,3.661733e-02,3.405301e-02,3.083753e-02,3.017976e-02,2.889241e-02,2.775451e-02,2.557755e-02,2.477575e-02,2.408569e-02,5.638698e-02,9.662230e-08,-2.800748e-06,1.516156e-05,5.107985e-05,5.712905e-04,1.563469e-03,2.164793e-02
6.590159e-02,6.534019e-02,6.456324e-02,5.535613e-02,5.148179e-02,5.109323e-02,4.911412e-02,4.558615e-02,4.327576e-02,3.970018e-02,3.869080e-02,3.570646e-02,3.451928e-02,3.212518e-02,3.135436e-02,3.123951e-02,3.055062e-02,2.914138e-02,2.869554e-02,2.794089e-02,2.778897e-02,2.712433e-02,2.658440e-02,2.554161e-02,3.970018e-02,8.304862e-08,-2.418555e-06,1.229671e-05,4.662344e-05,6.778258e-04,1.559718e-03,2.164838e-02
8.120258e-02,7.005153e-02,6.918211e-02,5.963772e-02,5.317608e-02,4.785466e-02,4.568999e-02,4.488340e-02,4.394684e-02,4.331748e-02,4.057878e-02,3.977203e-02,3.903403e-02,3.622167e-02,3.592428e-02,3.410007e-02,3.340247e-02,3.077124e-02,3.070465e-02,3.060193e-02,3.003918e-02,2.908366e-02,2.798883e-02,2.657758e-02,4.331748e-02,9.682155e-08,-2.753263e-06,1.355240e-05,6.663547e-05,5.376449e-04,1.547222e-03,2.190729e-02
6.205968e-02,3.282423e-02,3.189928e-02,3.106647e-02,2.846882e-02,2.714953e-02,2.251130e-02,1.280953e-02,8.688717e-03,6.412268e-03,6.010436e-03,5.844765e-03,4.286721e-03,3.924167e-03,3.576473e-03,3.298029e-03,3.145994e-03,2.813678e-03,2.738122e-03,2.574457e-03,2.360291e-03,2.088361e-03,1.994691e-03,1.925101e-03,6.412268e-03,1.020668e-07,-2.868222e-06,1.365877e-05,7.778206e-05,4.742722e-04,1.523521e-03,2.203045e-02
1.757319e-01,7.195233e-02,6.497872e-02,5.737362e-02,5.560642e-02,5.336347e-02,5.330205e-02,5.036098e-02,4.920254e-02,4.828625e-02,4.480281e-02,4.145503e-02,4.064225e-02,3.837067e-02,3.468862e-02,3.317964e-02,3.302539e-02,3.228192e-02,3.193398e-02,2.924347e-02,2.764399e-02,2.658364e-02,2.627019e-02,2.523630e-02,4.828625e-02,9.621589e-08,-2.727715e-06,1.326026e-05,6.839892e-05,5.182007e-04,1.482456e-03,2.169244e-02
1.429388e-01,1.228835e-01,1.169425e-01,9.723509e-02,9.449382e-02,8.870668e-02,8.019304e-02,7.744744e-02,7.361240e-02,6.821418e-02,6.476049e-02,6.268417e-02,6.085851e-02,5.804273e-02,5.731035e-02,5.409010e-02,5.314197e-02,5.113758e-02,5.008109e-02,4.945030e-02,4.867415e-02,4.777478e-02,4.592430e-02,4.362438e-02,6.821418e-02,9.561935e-08,-2.712640e-06,1.312980e-05,6.803451e-05,5.344515e-04,1.517487e-03,2.183165e-02
1.811357e-01,1.294638e-01,6.316945e-02,6.114380e-02,5.289418e-02,4.548984e-02,4.259249e-02,3.666606e-02,3.495451e-02,2.967706e-02,2.934559e-02,2.728400e-02,2.566047e-02,2.425248e-02,2.341098e-02,2.056018e-02,1.831336e-02,1.623791e-02,1.567876e-02,1.487299e-02,1.342743e-02,1.306441e-02,1.237685e-02,1.127596e-02,2.967706e-02,1.030826e-07,-3.006062e-06,1.722955e-05,4.688221e-05,5.324927e-04,1.600638e-03,2.153311e-02
6.785035e-02,3.594627e-02,2.629109e-02,2.575894e-02,2.451167e-02,1.675836e-02,1.517730e-02,1.284230e-02,1.165794e-02,6.661714e-03,6.177265e-03,5.411169e-03,4.598028e-03,3.885078e-03,3.646386e-03,3.436852e-03,3.172515e-03,2.894277e-03,2.824717e-03,2.082639e-03,2.009338e-03,1.690926e-03,1.522483e-03,1.520648e-03,6.661714e-03,1.007670e-07,-2.924720e-06,1.632721e-05,5.022171e-05,5.258892e-04,1.536897e-03,2.141171e-02
2.157538e-01,1.788728e-01,1.175018e-01,1.001586e-01,7.346188e-02,6.872581e-02,6.328129e-02,5.524796e-02,5.388367e-02,5.114451e-02,4.997747e-02,4.858471e-02,4.638814e-02,4.149382e-02,3.468596e-02,3.254989e-02,2.968484e-02,2.802104e-02,2.640271e-02,2.551326e-02,2.354003e-02,2.339574e-02,2.220065e-02,2.204359e-02,5.114451e-02,1.042770e-07,-3.039963e-06,1.747361e-05,4.673167e-05,5.364615e-04,1.598196e-03,2.164930e-02
1.448931e-01,7.911573e-02,6.144393e-02,5.483289e-02,4.234031e-02,3.665844e-02,3.067044e-02,3.028388e-02,2.373976e-02,1.931624e-02,1.685987e-02,1.388629e-02,1.340021e-02,1.228884e-02,1.114615e-02,1.013915e-02,9.603996e-03,8.112077e-03,7.556977e-03,7.032809e-03,6.444678e-03,6.318704e-03,6.249649e-03,5.922230e-03,1.931624e-02,1.197444e-07,-3.406428e-06,1.863898e-05,7.187322e-05,3.612913e-04,1.555624e-03,2.183743e-02
9.452609e-02,6.102946e-02,6.073130e-02,5.904972e-02,4.626580e-02,4.053851e-02,3.926355e-02,3.782995e-02,3.075105e-02,2.592406e-02,2.453410e-02,2.083686e-02,1.975934e-02,1.774663e-02,1.733706e-02,1.694319e-02,1.417919e-02,1.204290e-02,1.187849e-02,1.024599e-02,8.924966e-03,8.108625e-03,7.934770e-03,6.904617e-03,2.592406e-02,1.067655e-07,-3.115844e-06,1.817372e-05,4.619724e-05,5.161757e-04,1.614428e-03,2.158827e-02
1.725074e-01,1.204919e-01,1.007585e-01,8.496467e-02,7.822017e-02,6.187681e-02,5.868957e-02,5.383713e-02,4.615328e-02,4.067180e-02,3.478893e-02,3.472825e-02,3.319594e-02,3.092652e-02,2.788879e-02,2.579189e-02,2.306971e-02,2.129039e-02,2.091557e-02,1.764575e-02,1.680258e-02,1.659064e-02,1.478388e-02,1.415540e-02,4.067180e-02,1.027854e-07,-3.036141e-06,1.834309e-05,3.545428e-05,5.656263e-04,1.621674e-03,2.142199e-02
2.025167e-01,1.647729e-01,1.143864e-01,7.891377e-02,6.624109e-02,5.387219e-02,4.436490e-02,3.812140e-02,3.648185e-02,3.227734e-02,3.167855e-02,2.909618e-02,2.788909e-02,2.522805e-02,2.328416e-02,2.113408e-02,2.066852e-02,1.950835e-02,1.744842e-02,1.648033e-02,1.583548e-02,1.532790e-02,1.488352e-02,1.452232e-02,3.227734e-02,8.934347e-08,-2.664444e-06,1.577968e-05,2.922128e-05,6.540063e-04,1.589453e-03,2.116652e-02
1.709092e-01,1.576171e-01,1.449977e-01,1.355914e-01,1.159766e-01,1.078745e-01,1.053115e-01,9.706524e-02,8.651082e-02,7.870940e-02,7.453933e-02,6.179926e-02,5.710208e-02,4.850544e-02,4.547770e-02,4.360561e-02,4.172361e-02,3.849555e-02,3.510227e-02,3.393459e-02,3.255781e-02,3.134226e-02,3.079551e-02,2.892323e-02,7.870940e-02,1.290334e-07,-3.709382e-06,2.172468e-05,6.261141e-05,3.658384e-04,1.657092e-03,2.218004e-02
2.351644e-01,1.555222e-01,1.458212e-01,8.658872e-02,8.508878e-02,7.724646e-02,7.624035e-02,6.858928e-02,6.587097e-02,5.857189e-02,5.526489e-02,4.558861e-02,4.548091e-02,4.264828e-02,4.132508e-02,4.087410e-02,4.077929e-02,3.668759e-02,3.466342e-02,3.443475e-02,3.229520e-02,3.071796e-02,3.035397e-02,3.030952e-02,5.857189e-02,7.753096e-08,-2.469601e-06,1.738595e-05,-1.359146e-05,8.589986e-04,1.759085e-03,2.092702e-02
6.735760e-02,4.910204e-02,4.299984e-02,3.995145e-02,3.763212e-02,2.713756e-02,2.635853e-02,2.434164e-02,2.279081e-02,1.464961e-02,1.227743e-02,1.114539e-02,1.051979e-02,7.995742e-03,6.757357e-03,6.627082e-03,5.898495e-03,5.338449e-03,4.996392e-03,4.412490e-03,4.211700e-03,3.917103e-03,3.864367e-03,3.238344e-03,1.464961e-02,9.442699e-08,-2.737856e-06,1.474511e-05,5.060657e-05,5.661607e-04,1.520242e-03,2.139655e-02
1.567431e-01,1.069301e-01,1.046249e-01,6.249812e-02,4.959759e-02,4.614569e-02,4.558470e-02,3.880541e-02,3.348873e-02,3.225598e-02,2.804446e-02,2.363903e-02,2.203455e-02,2.194313e-02,1.837640e-02,1.673319e-02,1.583326e-02,1.413246e-02,1.410067e-02,1.367535e-02,1.248127e-02,1.187009e-02,1.024488e-02,9.612854e-03,3.225598e-02,1.077110e-07,-3.093699e-06,1.690322e-05,6.087107e-05,4.632760e-04,1.569404e-03,2.166488e-02
9.400025e-02,7.872931e-02,7.404901e-02,5.788807e-02,4.586856e-02,4.213356e-02,3.688465e-02,3.564069e-02,3.298850e-02,3.173972e-02,3.058281e-02,2.965865e-02,2.852130e-02,2.593291e-02,2.496391e-02,2.252886e-02,2.125495e-02,1.705301e-02,1.403623e-02,1.277880e-02,1.273063e-02,1.235324e-02,1.143734e-02,1.091100e-02,3.173972e-02,8.482658e-08,-2.516018e-06,1.410101e-05,3.424281e-05,6.900327e-04,1.615131e-03,2.144173e-02
1.239394e-01,6.898275e-02,5.657829e-02,5.123827e-02,4.464380e-02,4.098224e-02,3.073609e-02,2.543149e-02,2.481720e-02,2.348270e-02,2.171508e-02,1.612252e-02,1.513689e-02,1.499991e-02,1.198200e-02,1.099510e-02,1.091648e-02,1.078486e-02,1.072536e-02,8.929513e-03,8.441999e-03,7.404450e-03,6.960869e-03,6.568063e-03,2.348270e-02,1.154894e-07,-3.259818e-06,1.687095e-05,7.826724e-05,3.905731e-04,1.558236e-03,2.209096e-02
3.841082e-01,1.294731e-01,8.351930e-02,7.759229e-02,6.336626e-02,5.319588e-02,5.159914e-02,4.439144e-02,3.515018e-02,3.255630e-02,3.168222e-02,3.018009e-02,2.710532e-02,2.383630e-02,2.298553e-02,2.262075e-02,2.193163e-02,2.120362e-02,1.915335e-02,1.820445e-02,1.715716e-02,1.507440e-02,1.452065e-02,1.339821e-02,3.255630e-02,1.101249e-07,-3.149415e-06,1.703187e-05,6.488925e-05,4.433496e-04,1.561804e-03,2.176885e-02
1.735597e-01,8.338828e-02,7.916224e-02,6.966202e-02,6.736496e-02,6.453440e-02,5.134362e-02,4.510114e-02,4.201791e-02,3.291457e-02,3.110603e-02,2.817402e-02,2.423240e-02,2.183458e-02,2.160719e-02,2.035542e-02,1.990322e-02,1.943737e-02,1.919928e-02,1.909663e-02,1.789359e-02,1.705220e-02,1.572888e-02,1.491494e-02,3.291457e-02,9.392332e-08,-2.752757e-06,1.543222e-05,4.281442e-05,6.040122e-04,1.602780e-03,2.150163e-02
5.661960e-02,4.470730e-02,3.561469e-02,1.416137e-02,1.142641e-02,9.863484e-03,8.948534e-03,5.940961e-03,5.489505e-03,3.194780e-03,2.929533e-03,2.922187e-03,2.538702e-03,1.872213e-03,1.810230e-03,1.502429e-03,1.181955e-03,1.054258e-03,1.010869e-03,8.273088e-04,6.584225e-04,6.048160e-04,5.606133e-04,5.322542e-04,3.194780e-03,9.579292e-08,-2.826515e-06,1.654449e-05,3.702289e-05,5.886858e-04,1.578770e-03,2.122928e-02
1.413502e-01,1.259117e-01,1.240250e-01,9.562435e-02,8.553226e-02,7.215413e-02,6.802942e-02,6.535871e-02,5.307571e-02,5.272852e-02,5.040470e-02,4.609164e-02,4.280264e-02,4.259887e-02,3.864865e-02,3.560617e-02,3.424382e-02,3.218180e-02,3.073084e-02,3.005154e-02,2.844447e-02,2.744463e-02,2.644832e-02,2.639036e-02,5.272852e-02,9.349515e-08,-2.754380e-06,1.571757e-05,3.853590e-05,6.331028e-04,1.629058e-03,2.161329e-02
2.235324e-01,1.433159e-01,8.594843e-02,5.415598e-02,3.873214e-02,3.740496e-02,3.600043e-02,3.156873e-02,2.850202e-02,2.447699e-02,2.294994e-02,2.202527e-02,1.994554e-02,1.935121e-02,1.574334e-02,1.472444e-02,1.355054e-02,1.156247e-02,1.016549e-02,1.001945e-02,8.944020e-03,8.595691e-03,8.198124e-03,7.884053e-03,2.447699e-02,1.198041e-07,-3.514106e-06,2.182357e-05,4.146951e-05,4.505043e-04,1.676938e-03,2.165356e-02
1.982250e-01,1.495698e-01,1.255372e-01,9.990139e-02,5.217812e-02,5.045527e-02,4.626619e-02,4.515847e-02,3.680792e-02,3.264749e-02,3.203248e-02,2.760449e-02,2.532472e-02,2.393849e-02,2.364945e-02,2.110379e-02,2.028409e-02,1.857563e-02,1.846213e-02,1.749456e-02,1.689341e-02,1.656262e-02,1.466796e-02,1.414870e-02,3.264749e-02,9.151678e-08,-2.736989e-06,1.659617e-05,2.636425e-05,6.469988e-04,1.589003e-03,2.112977e-02
3.551635e-01,3.147762e-01,2.597923e-01,2.333458e-01,1.999470e-01,1.807638e-01,1.672134e-01,1.361694e-01,1.334326e-01,1.206482e-01,1.154060e-01,1.113636e-01,9.959753e-02,9.266417e-02,9.088809e-02,8.961452e-02,8.475586e-02,8.118379e-02,8.007298e-02,7.598029e-02,7.055412e-02,6.817049e-02,6.587842e-02,6.430844e-02,1.206482e-01,3.702115e-08,-1.394684e-06,1.052471e-05,-4.388860e-05,1.277311e-03,2.020669e-03,2.144540e-02
2.363364e-01,1.962443e-01,1.801935e-01,1.618218e-01,1.531257e-01,1.316397e-01,1.203824e-01,1.105286e-01,1.013030e-01,9.216998e-02,8.634989e-02,7.866932e-02,7.102828e-02,6.897751e-02,6.782055e-02,6.207031e-02,5.964345e-02,5.613722e-02,5.599404e-02,5.401978e-02,5.302120e-02,4.956398e-02,4.798187e-02,4.619393e-02,9.216998e-02,3.109822e-08,-1.222734e-06,9.290706e-06,-4.596835e-05,1.300933e-03,1.888269e-03,2.110838e-02
2.881357e-01,2.241807e-01,1.501018e-01,1.109895e-01,8.718516e-02,8.317418e-02,8.137156e-02,6.589959e-02,5.773810e-02,5.161713e-02,4.886156e-02,4.775421e-02,3.931981e-02,3.246018e-02,3.196321e-02,3.025501e-02,2.770567e-02,2.634982e-02,2.443316e-02,2.413464e-02,2.272102e-02,2.159581e-02,2.048143e-02,2.015294e-02,5.161713e-02,8.890145e-08,-2.625878e-06,1.483066e-05,3.680344e-05,6.525524e-04,1.603201e-03,2.142302e-02
3.218716e-01,1.088568e-01,1.078292e-01,9.938206e-02,8.890657e-02,6.689656e-02,5.689226e-02,5.107671e-02,4.776878e-02,4.630218e-02,4.165899e-02,3.874192e-02,3.206535e-02,3.125649e-02,2.897935e-02,2.863996e-02,2.793870e-02,2.635105e-02,2.364631e-02,2.156180e-02,2.041855e-02,1.950943e-02,1.906194e-02,1.887534e-02,4.630218e-02,9.743113e-08,-2.821523e-06,1.530857e-05,5.185329e-05,5.546901e-04,1.543482e-03,2.153364e-02
2.023794e-01,1.118296e-01,9.882987e-02,8.840151e-02,8.697742e-02,8.361758e-02,6.782151e-02,6.727419e-02,5.642024e-02,5.363739e-02,5.224937e-02,4.610454e-02,4.519614e-02,4.116070e-02,3.767995e-02,3.526958e-02,2.836511e-02,2.515171e-02,2.339548e-02,2.239750e-02,2.127154e-02,2.048557e-02,1.882299e-02,1.814766e-02,5.363739e-02,8.785470e-08,-2.592938e-06,1.448429e-05,3.748031e-05,6.637215e-04,1.611614e-03,2.149632e-02
1.565587e-01,1.066163e-01,8.746286e-02,8.345613e-02,6.333856e-02,5.771402e-02,5.408065e-02,4.608066e-02,4.109005e-02,4.025317e-02,3.970286e-02,3.810154e-02,3.589404e-02,2.959269e-02,2.937917e-02,2.661914e-02,2.247027e-02,2.172272e-02,2.087356e-02,1.836593e-02,1.819319e-02,1.720931e-02,1.597018e-02,1.538518e-02,4.025317e-02,9.436713e-08,-2.778288e-06,1.595999e-05,3.900703e-05,6.026285e-04,1.592573e-03,2.136302e-02
1.791829e-01,1.388031e-01,1.129269e-01,1.072371e-01,1.010100e-01,9.860950e-02,8.378894e-02,7.942532e-02,7.292878e-02,6.772635e-02,6.565687e-02,6.387320e-02,6.168202e-02,5.833520e-02,5.538240e-02,5.271044e-02,5.174026e-02,5.108515e-02,4.938864e-02,4.544174e-02,4.415170e-02,4.170126e-02,4.150817e-02,4.020611e-02,6.772635e-02,4.116385e-08,-1.432352e-06,9.041671e-06,-2.110971e-05,1.199882e-03,1.894879e-03,2.174025e-02
5.474789e-02,5.202804e-02,4.772148e-02,3.702344e-02,2.824590e-02,2.321557e-02,2.205739e-02,1.790042e-02,1.519539e-02,1.307859e-02,1.024408e-02,8.571649e-03,8.474995e-03,6.869021e-03,6.251320e-03,5.727864e-03,4.828377e-03,4.812484e-03,4.632720e-03,3.785086e-03,3.648369e-03,3.239297e-03,3.126113e-03,3.023239e-03,1.307859e-02,1.101365e-07,-3.159767e-06,1.734632e-05,6.200054e-05,4.488433e-04,1.565052e-03,2.171338e-02
1.000762e-01,9.505923e-02,7.509391e-02,5.377785e-02,4.141766e-02,3.767625e-02,2.940218e-02,2.872630e-02,2.568148e-02,2.339011e-02,2.049614e-02,1.987222e-02,1.708107e-02,1.531579e-02,1.284518e-02,1.150168e-02,1.103115e-02,1.000265e-02,8.559711e-03,8.241151e-03,7.872667e-03,7.102670e-03,6.571205e-03,6.418658e-03,2.339011e-02,9.975112e-08,-2.926767e-06,1.699913e-05,4.165205e-05,5.592022e-04,1.593481e-03,2.138177e-02
3.859852e-01,1.935807e-01,1.834956e-01,1.148227e-01,1.122686e-01,9.330988e-02,7.726085e-02,7.109879e-02,7.022336e-02,6.292700e-02,5.876109e-02,4.917216e-02,4.407605e-02,4.310198e-02,3.955081e-02,3.806941e-02,3.656197e-02,3.533357e-02,3.495364e-02,3.318180e-02,2.999196e-02,2.973031e-02,2.817852e-02,2.753398e-02,6.292700e-02,8.729397e-08,-2.629781e-06,1.599759e-05,2.225712e-05,6.951164e-04,1.640741e-03,2.121242e-02
