input1,input2,input3,input4,input5,input6,input7,input8,input9,input10,input11,input12,input13,input14,input15,input16,input17,input18,input19,input20,input21,input22,input23,input24,input25,output1,output2,output3,output4,output5,output6,output7
6.779803e-02,5.502809e-02,5.221762e-02,5.127747e-02,4.941311e-02,4.696499e-02,4.376660e-02,4.339765e-02,4.284899e-02,3.988981e-02,3.836656e-02,3.818621e-02,3.659591e-02,3.434827e-02,3.020124e-02,2.709735e-02,2.554235e-02,2.313710e-02,2.220032e-02,2.072000e-02,2.040828e-02,1.940838e-02,1.802625e-02,1.749064e-02,3.988981e-02,7.505374e-08,-2.268523e-06,1.291453e-05,2.224887e-05,7.916227e-04,1.603799e-03,2.135222e-02
1.386702e-01,1.078404e-01,9.749047e-02,8.932320e-02,7.511264e-02,6.604806e-02,6.195767e-02,5.841285e-02,4.856025e-02,4.791497e-02,4.587601e-02,4.272090e-02,3.985954e-02,3.964805e-02,3.732969e-02,3.510098e-02,3.355428e-02,3.295357e-02,3.251149e-02,3.079981e-02,2.846660e-02,2.634568e-02,2.452202e-02,2.333801e-02,4.791497e-02,6.564991e-08,-2.243058e-06,1.819053e-05,-4.963334e-05,1.041967e-03,1.817565e-03,2.062114e-02
1.758186e-01,1.381085e-01,9.838168e-02,8.959367e-02,6.726263e-02,5.666929e-02,5.256466e-02,4.848227e-02,4.400743e-02,4.355557e-02,3.807629e-02,3.344058e-02,3.328811e-02,2.896040e-02,2.558851e-02,2.442943e-02,2.436339e-02,2.356486e-02,2.126946e-02,2.096469e-02,1.851612e-02,1.768889e-02,1.672510e-02,1.468783e-02,4.355557e-02,7.350135e-08,-2.359570e-06,1.670801e-05,-1.641195e-05,8.824088e-04,1.719000e-03,2.076323e-02
4.097125e-01,2.304628e-01,1.048686e-01,7.069547e-02,5.251247e-02,4.873038e-02,4.815057e-02,4.350980e-02,4.177872e-02,3.300721e-02,3.083479e-02,2.812590e-02,2.495416e-02,2.441766e-02,2.109505e-02,2.008599e-02,1.848017e-02,1.812513e-02,1.695103e-02,1.602862e-02,1.466684e-02,1.405595e-02,1.353700e-02,1.251247e-02,3.300721e-02,9.854744e-08,-2.842441e-06,1.526692e-05,5.519622e-05,5.259724e-04,1.514838e-03,2.144249e-02
4.632598e-01,2.632128e-01,1.858838e-01,1.856613e-01,1.120656e-01,8.797518e-02,7.493038e-02,6.998543e-02,6.247653e-02,5.871299e-02,5.089973e-02,4.726326e-02,4.714104e-02,4.262588e-02,3.757312e-02,3.426308e-02,3.094967e-02,2.995550e-02,2.891156e-02,2.656512e-02,2.602878e-02,2.587158e-02,2.503584e-02,2.351471e-02,5.871299e-02,1.031158e-07,-3.046116e-06,1.845144e-05,3.553238e-05,5.538285e-04,1.622027e-03,2.134597e-02
5.178458e-01,2.632957e-01,2.223541e-01,2.113234e-01,1.637637e-01,1.159381e-01,9.316511e-02,7.726794e-02,7.162228e-02,6.065139e-02,5.429858e-02,5.188188e-02,4.923045e-02,4.911500e-02,4.541445e-02,4.281910e-02,4.180828e-02,3.725272e-02,3.476893e-02,3.315529e-02,3.128588e-02,3.092647e-02,2.889403e-02,2.833101e-02,6.065139e-02,1.033777e-07,-3.065033e-06,1.883806e-05,3.238534e-05,5.641605e-04,1.644508e-03,2.135983e-02
8.104861e-02,7.956833e-02,5.323387e-02,5.125274e-02,4.633319e-02,3.961321e-02,3.917362e-02,3.353426e-02,3.284063e-02,2.849120e-02,2.531565e-02,2.230251e-02,2.036096e-02,1.782454e-02,1.567854e-02,1.354795e-02,1.231095e-02,1.219651e-02,1.130361e-02,1.109075e-02,1.082246e-02,9.248903e-03,8.857527e-03,7.653809e-03,2.849120e-02,7.051788e-08,-2.210936e-06,1.419850e-05,4.798823e-07,8.483615e-04,1.607680e-03,2.078306e-02
3.951711e-01,1.708384e-01,1.338928e-01,1.107793e-01,9.136413e-02,8.210172e-02,6.510881e-02,6.248275e-02,5.564756e-02,4.860849e-02,4.373044e-02,4.238296e-02,4.144046e-02,3.671188e-02,3.307782e-02,3.137302e-02,3.058744e-02,2.941703e-02,2.848084e-02,2.672807e-02,2.564904e-02,2.439832e-02,2.363455e-02,2.286138e-02,4.860849e-02,9.620812e-08,-2.903290e-06,1.854390e-05,1.837895e-05,6.519244e-04,1.672879e-03,2.124988e-02
2.185450e-01,1.510996e-01,1.192189e-01,9.414353e-02,9.125355e-02,8.240279e-02,6.090099e-02,5.678718e-02,4.844312e-02,4.119376e-02,3.583580e-02,3.184926e-02,3.151190e-02,2.985525e-02,2.820952e-02,2.766256e-02,2.480901e-02,2.353433e-02,2.299958e-02,2.180994e-02,1.941723e-02,1.853917e-02,1.665842e-02,1.585869e-02,4.119376e-02,8.846111e-08,-2.840611e-06,2.161284e-05,-2.850352e-05,8.245073e-04,1.817685e-03,2.077701e-02
8.036681e-02,6.911705e-02,3.847775e-02,3.592929e-02,2.983854e-02,2.975729e-02,2.759871e-02,2.678138e-02,2.632311e-02,2.428798e-02,2.276159e-02,1.818130e-02,1.735309e-02,1.473227e-02,1.402540e-02,1.275830e-02,1.091000e-02,8.403677e-03,6.812902e-03,5.872900e-03,5.178832e-03,5.044120e-03,4.670466e-03,4.639510e-03,2.428798e-02,8.644617e-08,-2.565270e-06,1.461635e-05,3.300964e-05,6.745243e-04,1.578541e-03,2.132415e-02
6.893566e-02,6.619672e-02,4.330249e-02,3.206437e-02,3.120075e-02,2.816131e-02,2.699556e-02,2.600566e-02,2.550502e-02,2.278477e-02,2.049685e-02,1.718697e-02,1.550728e-02,1.392179e-02,1.308303e-02,1.135207e-02,1.026811e-02,8.095828e-03,6.920461e-03,6.267084e-03,6.248356e-03,5.634117e-03,5.330593e-03,5.320866e-03,2.278477e-02,8.860365e-08,-2.581485e-06,1.374808e-05,4.614361e-05,6.236986e-04,1.517513e-03,2.141982e-02
9.191428e-02,6.190100e-02,3.990033e-02,2.602993e-02,2.590817e-02,2.467410e-02,2.065502e-02,1.693078e-02,1.508791e-02,1.166806e-02,1.087705e-02,9.008504e-03,8.938476e-03,8.182442e-03,7.337394e-03,6.968923e-03,5.983704e-03,5.310659e-03,4.989848e-03,4.142414e-03,3.739108e-03,3.667012e-03,3.459958e-03,3.156045e-03,1.166806e-02,9.903650e-08,-2.888908e-06,1.634798e-05,4.583338e-05,5.523493e-04,1.548938e-03,2.140808e-02
1.280564e-01,9.387956e-02,8.655637e-02,7.953902e-02,5.430365e-02,5.102418e-02,4.250483e-02,3.322703e-02,3.299315e-02,3.049592e-02,3.042171e-02,2.881045e-02,2.408879e-02,2.263570e-02,2.156163e-02,1.974751e-02,1.936180e-02,1.819201e-02,1.578309e-02,1.561013e-02,1.505984e-02,1.350996e-02,1.306358e-02,1.152050e-02,3.049592e-02,9.684271e-08,-2.877060e-06,1.736313e-05,3.120866e-05,6.089211e-04,1.620098e-03,2.131520e-02
2.426192e-01,1.953820e-01,1.076345e-01,7.828444e-02,7.706047e-02,5.100155e-02,5.045423e-02,4.755542e-02,3.829123e-02,3.776136e-02,3.027629e-02,2.942094e-02,2.629947e-02,2.417337e-02,2.173456e-02,2.131930e-02,2.075002e-02,1.807877e-02,1.778149e-02,1.525908e-02,1.423723e-02,1.344732e-02,1.323071e-02,1.220367e-02,3.776136e-02,9.380901e-08,-2.728149e-06,1.484835e-05,4.820567e-05,5.760595e-04,1.529119e-03,2.137150e-02
1.759806e-01,9.303719e-02,6.708110e-02,6.037720e-02,5.264845e-02,5.189930e-02,4.264220e-02,4.142517e-02,3.749056e-02,3.454651e-02,3.357370e-02,2.822330e-02,2.522994e-02,2.361887e-02,2.291650e-02,2.205410e-02,2.132858e-02,1.905717e-02,1.623388e-02,1.515489e-02,1.397325e-02,1.298669e-02,1.278263e-02,1.239217e-02,3.454651e-02,7.733796e-08,-2.538243e-06,1.968029e-05,-3.548665e-05,8.987368e-04,1.769671e-03,2.049550e-02
1.120443e-01,1.010112e-01,7.749247e-02,7.291763e-02,6.259610e-02,5.843594e-02,5.565263e-02,5.386282e-02,4.430877e-02,4.193080e-02,3.679047e-02,3.539717e-02,3.232273e-02,3.113265e-02,3.080006e-02,2.906441e-02,2.795220e-02,2.513738e-02,2.387162e-02,2.358627e-02,2.117321e-02,2.017768e-02,1.769727e-02,1.718264e-02,4.193080e-02,9.112949e-08,-2.697730e-06,1.559516e-05,3.467351e-05,6.404218e-04,1.600436e-03,2.137328e-02
9.189499e-02,4.936851e-02,4.555046e-02,3.771090e-02,3.643418e-02,3.169457e-02,3.058944e-02,2.905830e-02,2.621357e-02,2.601018e-02,2.550269e-02,2.540769e-02,2.526095e-02,2.462879e-02,2.127418e-02,1.763574e-02,1.564652e-02,1.385536e-02,1.271593e-02,1.196213e-02,1.178793e-02,8.453701e-03,6.899711e-03,6.376896e-03,2.601018e-02,8.832002e-08,-2.596878e-06,1.439000e-05,3.963104e-05,6.397222e-04,1.548377e-03,2.133265e-02
1.612005e-01,1.012306e-01,7.398554e-02,5.222817e-02,4.616774e-02,4.474362e-02,4.206971e-02,3.908862e-02,3.792051e-02,3.716350e-02,3.712811e-02,3.615922e-02,3.343871e-02,3.089281e-02,3.041804e-02,2.601610e-02,2.304400e-02,2.252554e-02,2.038588e-02,1.888140e-02,1.830770e-02,1.688721e-02,1.556443e-02,1.474347e-02,3.716350e-02,1.063140e-07,-3.563718e-06,3.195222e-05,-8.642507e-05,8.876901e-04,2.078174e-03,2.054092e-02
6.170588e-02,5.753252e-02,4.874953e-02,4.121863e-02,3.997418e-02,3.777873e-02,3.655164e-02,3.036742e-02,2.643073e-02,2.148760e-02,1.796113e-02,1.518959e-02,1.408995e-02,1.376154e-02,1.209947e-02,1.058466e-02,9.685759e-03,8.932370e-03,7.995641e-03,7.418861e-03,6.770551e-03,6.542446e-03,6.022420e-03,5.261978e-03,2.148760e-02,9.287739e-08,-2.776591e-06,1.690772e-05,2.617638e-05,6.459512e-04,1.596615e-03,2.121011e-02
8.622246e-02,5.836434e-02,4.100736e-02,3.588815e-02,3.300836e-02,3.115237e-02,3.064806e-02,2.967859e-02,2.708357e-02,2.592869e-02,2.586128e-02,2.572664e-02,2.456588e-02,2.276917e-02,2.267579e-02,2.260867e-02,1.794485e-02,1.709042e-02,1.416859e-02,1.352419e-02,1.278373e-02,1.081867e-02,1.037353e-02,9.527536e-03,2.592869e-02,8.381271e-08,-2.470693e-06,1.342783e-05,3.812098e-05,6.819466e-04,1.569011e-03,2.141248e-02
1.552115e-01,1.230343e-01,9.080843e-02,7.847462e-02,7.473302e-02,6.410056e-02,6.272903e-02,5.721708e-02,5.078274e-02,4.261922e-02,3.998215e-02,3.949761e-02,3.660177e-02,3.633160e-02,3.276785e-02,3.168745e-02,3.020444e-02,2.727792e-02,2.459798e-02,2.386460e-02,2.179019e-02,2.163322e-02,1.913022e-02,1.807814e-02,4.261922e-02,1.089095e-07,-3.227788e-06,2.016285e-05,3.180613e-05,5.492017e-04,1.675114e-03,2.156451e-02
6.046831e-02,4.716235e-02,3.657772e-02,3.644528e-02,3.286170e-02,2.824574e-02,2.517604e-02,2.177485e-02,1.572542e-02,1.362621e-02,1.129794e-02,1.063646e-02,1.047736e-02,9.379684e-03,7.981822e-03,7.314672e-03,5.216600e-03,5.147262e-03,4.977664e-03,4.584573e-03,4.238111e-03,4.225300e-03,4.069302e-03,3.671025e-03,1.362621e-02,8.956815e-08,-2.610208e-06,1.399241e-05,4.627820e-05,6.142169e-04,1.530247e-03,2.140056e-02
6.623978e-02,3.588338e-02,3.386713e-02,2.990773e-02,2.976403e-02,2.799025e-02,2.644169e-02,2.516752e-02,2.445724e-02,2.205507e-02,1.462635e-02,1.075476e-02,8.489100e-03,8.414505e-03,7.775701e-03,6.773940e-03,6.167689e-03,5.731636e-03,5.349882e-03,4.768516e-03,3.966630e-03,3.430150e-03,3.389648e-03,3.315782e-03,2.205507e-02,9.425977e-08,-2.695166e-06,1.350459e-05,6.152590e-05,5.533543e-04,1.519542e-03,2.167611e-02
7.252836e-02,5.120357e-02,4.964402e-02,4.921755e-02,4.861953e-02,4.762380e-02,4.269439e-02,4.089962e-02,3.991244e-02,3.913880e-02,3.579351e-02,3.474757e-02,3.387272e-02,3.383371e-02,3.160125e-02,3.061639e-02,2.976603e-02,2.899535e-02,2.828469e-02,2.638458e-02,2.601862e-02,2.455790e-02,2.332195e-02,2.254261e-02,3.913880e-02,6.794445e-08,-2.009381e-06,9.435274e-06,3.775939e-05,8.415508e-04,1.671770e-03,2.203081e-02
9.565553e-02,8.152665e-02,7.678107e-02,7.625936e-02,7.336661e-02,6.837872e-02,6.677820e-02,6.648209e-02,6.296461e-02,6.227375e-02,6.024835e-02,5.720530e-02,5.586730e-02,5.343701e-02,5.267855e-02,5.144919e-02,5.066180e-02,4.809809e-02,4.733473e-02,4.668950e-02,4.600832e-02,4.541007e-02,4.373523e-02,4.331405e-02,6.227375e-02,3.932421e-08,-1.304741e-06,6.296164e-06,-3.252667e-07,1.181839e-03,1.835210e-03,2.223023e-02
1.626115e-01,1.443638e-01,1.133675e-01,8.723107e-02,6.489567e-02,4.118787e-02,3.794634e-02,3.514533e-02,3.082663e-02,2.498487e-02,2.194665e-02,2.067994e-02,2.036573e-02,1.807573e-02,1.744919e-02,1.577642e-02,1.483320e-02,1.217627e-02,1.117036e-02,1.027133e-02,9.843442e-03,9.569767e-03,9.225905e-03,9.146566e-03,2.498487e-02,1.186998e-07,-3.315090e-06,1.656646e-05,8.885780e-05,3.248110e-04,1.479434e-03,2.200036e-02
2.245685e-01,1.387005e-01,6.294494e-02,5.890553e-02,5.480394e-02,4.697112e-02,3.912437e-02,3.561214e-02,2.970160e-02,2.416562e-02,2.393394e-02,2.347225e-02,2.011609e-02,2.004327e-02,1.903918e-02,1.710799e-02,1.694513e-02,1.610596e-02,1.519296e-02,1.332152e-02,1.163927e-02,9.739080e-03,9.390510e-03,9.153841e-03,2.416562e-02,9.739375e-08,-2.802305e-06,1.477212e-05,5.717494e-05,5.322406e-04,1.519376e-03,2.150610e-02
1.971074e-01,1.480092e-01,1.242206e-01,1.214300e-01,1.016032e-01,8.211531e-02,7.692704e-02,6.810296e-02,5.061866e-02,4.930532e-02,4.860942e-02,4.054309e-02,4.022175e-02,3.919564e-02,3.471160e-02,3.081219e-02,2.959666e-02,2.612142e-02,2.600602e-02,2.488080e-02,2.450323e-02,2.405235e-02,2.101746e-02,2.050234e-02,4.930532e-02,8.577400e-08,-2.577701e-06,1.545297e-05,2.356113e-05,6.989347e-04,1.585089e-03,2.117041e-02
2.122472e-01,8.935982e-02,6.644056e-02,5.466177e-02,4.247588e-02,3.525333e-02,3.142128e-02,2.557802e-02,2.278743e-02,1.966928e-02,1.599255e-02,1.530248e-02,1.410345e-02,1.292801e-02,1.131696e-02,1.088201e-02,1.029179e-02,9.800252e-03,9.158986e-03,8.359069e-03,8.107582e-03,7.527988e-03,6.887111e-03,6.464055e-03,1.966928e-02,1.147019e-07,-3.192689e-06,1.540306e-05,9.071379e-05,3.485223e-04,1.482978e-03,2.205957e-02
1.102864e-01,7.798110e-02,6.851974e-02,5.044171e-02,4.241690e-02,4.193075e-02,4.013251e-02,3.371340e-02,3.366347e-02,3.359534e-02,3.095468e-02,2.977592e-02,2.857044e-02,2.805369e-02,2.697740e-02,2.642583e-02,2.627249e-02,2.405896e-02,2.315974e-02,2.246242e-02,2.184017e-02,1.751196e-02,1.656368e-02,1.525656e-02,3.359534e-02,9.713315e-08,-2.754810e-06,1.342412e-05,6.827600e-05,5.332607e-04,1.511678e-03,2.192118e-02
1.851949e-01,6.257084e-02,5.334281e-02,5.232656e-02,4.518781e-02,3.864952e-02,3.055826e-02,3.027309e-02,2.388284e-02,2.219872e-02,1.725931e-02,1.569589e-02,1.463054e-02,1.353828e-02,1.240650e-02,1.179467e-02,1.059053e-02,8.227748e-03,7.965726e-03,7.693390e-03,7.204936e-03,7.129923e-03,6.913645e-03,6.064437e-03,2.219872e-02,1.052149e-07,-3.018746e-06,1.628251e-05,6.101071e-05,4.718072e-04,1.535873e-03,2.157860e-02
8.897239e-02,8.062898e-02,6.564257e-02,6.158267e-02,5.613207e-02,4.850927e-02,4.402734e-02,4.119686e-02,3.920115e-02,3.891210e-02,3.832580e-02,3.605823e-02,3.592847e-02,3.527317e-02,3.502020e-02,3.390189e-02,3.025843e-02,3.025240e-02,2.909229e-02,2.817312e-02,2.693324e-02,2.634941e-02,2.633735e-02,2.570377e-02,3.891210e-02,8.140636e-08,-2.531317e-06,1.678274e-05,9.884565e-07,7.943434e-04,1.701694e-03,2.106116e-02
3.650381e-01,1.885675e-01,1.172392e-01,6.889049e-02,4.696362e-02,3.894366e-02,3.530004e-02,3.232544e-02,2.780270e-02,2.582290e-02,2.348445e-02,2.211863e-02,1.901585e-02,1.861656e-02,1.709929e-02,1.579969e-02,1.429278e-02,1.394814e-02,1.164424e-02,1.150383e-02,1.108678e-02,1.044597e-02,1.010490e-02,9.498676e-03,2.582290e-02,1.071896e-07,-3.063953e-06,1.639503e-05,6.458633e-05,4.465340e-04,1.521611e-03,2.158073e-02
2.064007e-01,1.056779e-01,9.240925e-02,7.994933e-02,6.821645e-02,4.872677e-02,4.521687e-02,4.222675e-02,4.197000e-02,3.141786e-02,3.071382e-02,2.822412e-02,2.673070e-02,2.377946e-02,2.372240e-02,2.064425e-02,2.002680e-02,1.804102e-02,1.550187e-02,1.521386e-02,1.454069e-02,1.335959e-02,1.284151e-02,1.180901e-02,3.141786e-02,1.050422e-07,-2.983619e-06,1.528195e-05,6.959073e-05,4.655853e-04,1.531251e-03,2.182645e-02
1.035183e-01,1.002033e-01,9.175214e-02,7.955713e-02,7.268096e-02,6.035307e-02,5.589864e-02,4.938697e-02,4.112698e-02,3.518370e-02,3.117642e-02,2.769672e-02,2.347622e-02,2.205971e-02,2.110637e-02,1.977874e-02,1.906311e-02,1.573259e-02,1.530709e-02,1.477863e-02,1.380179e-02,1.299155e-02,1.240605e-02,1.132743e-02,3.518370e-02,1.126085e-07,-3.172487e-06,1.611779e-05,7.891905e-05,3.983539e-04,1.524296e-03,2.200534e-02
5.633855e-01,3.657692e-01,1.727755e-01,1.136088e-01,1.087563e-01,9.997209e-02,8.863240e-02,8.590074e-02,7.072984e-02,6.369516e-02,5.974329e-02,5.805829e-02,5.711285e-02,5.262741e-02,5.212318e-02,5.015869e-02,4.618045e-02,4.387252e-02,4.349730e-02,4.134305e-02,4.027736e-02,3.986023e-02,3.731588e-02,3.630078e-02,6.369516e-02,1.107636e-07,-3.131922e-06,1.603828e-05,7.552590e-05,4.222700e-04,1.563279e-03,2.202248e-02
6.963147e-02,6.694625e-02,4.239124e-02,4.092028e-02,2.875956e-02,2.822492e-02,2.743055e-02,2.525903e-02,1.829672e-02,1.723859e-02,1.312553e-02,9.839018e-03,9.217230e-03,8.383478e-03,7.700501e-03,7.475754e-03,7.275830e-03,4.889075e-03,4.374256e-03,4.303932e-03,4.194503e-03,4.193783e-03,4.111573e-03,3.733315e-03,1.723859e-02,9.021668e-08,-2.692155e-06,1.605198e-05,2.852403e-05,6.522492e-04,1.597524e-03,2.119502e-02
1.093945e-01,4.465320e-02,4.418961e-02,4.088634e-02,4.073675e-02,3.312855e-02,2.927412e-02,2.726781e-02,2.473308e-02,1.394258e-02,1.243318e-02,1.243214e-02,1.194659e-02,1.003694e-02,9.511668e-03,7.898355e-03,7.212020e-03,6.585044e-03,6.210776e-03,5.708804e-03,5.524918e-03,5.260606e-03,4.629879e-03,4.458429e-03,1.394258e-02,9.161406e-08,-2.709897e-06,1.567856e-05,3.511493e-05,6.304730e-04,1.585442e-03,2.131141e-02
1.902308e-01,1.293145e-01,1.197078e-01,9.746576e-02,9.328202e-02,8.817914e-02,8.318495e-02,6.994191e-02,5.965224e-02,5.525029e-02,5.115215e-02,4.947677e-02,4.786679e-02,4.135129e-02,4.108712e-02,3.586922e-02,3.458521e-02,3.458508e-02,3.284321e-02,3.223645e-02,3.074683e-02,2.860529e-02,2.793278e-02,2.637532e-02,5.525029e-02,7.357720e-08,-2.404567e-06,1.797346e-05,-2.889956e-05,9.317013e-04,1.772630e-03,2.082860e-02
1.158595e-01,1.030302e-01,9.919506e-02,8.793655e-02,6.764094e-02,6.620962e-02,6.469001e-02,6.097816e-02,6.055851e-02,5.922823e-02,5.705795e-02,5.153255e-02,5.006487e-02,4.979723e-02,4.635932e-02,4.465134e-02,4.154479e-02,4.131388e-02,3.888288e-02,3.837267e-02,3.679190e-02,3.616653e-02,3.488239e-02,3.377682e-02,5.922823e-02,5.398831e-08,-1.742335e-06,1.046796e-05,-3.680636e-06,1.011916e-03,1.676010e-03,2.122090e-02
1.230374e-01,9.469351e-02,8.716190e-02,8.594016e-02,7.421092e-02,6.688544e-02,6.238986e-02,5.926604e-02,4.780639e-02,4.527023e-02,4.261793e-02,4.129974e-02,3.839587e-02,3.801455e-02,3.611786e-02,2.899223e-02,2.824300e-02,2.457779e-02,2.141290e-02,2.034452e-02,2.012208e-02,1.640021e-02,1.588100e-02,1.526635e-02,4.527023e-02,7.619061e-08,-2.314968e-06,1.358324e-05,1.891179e-05,7.879884e-04,1.633614e-03,2.127592e-02
1.968702e-01,1.829958e-01,1.446148e-01,1.387332e-01,1.094663e-01,9.660806e-02,9.128212e-02,8.729276e-02,8.599459e-02,7.233385e-02,6.636679e-02,5.601834e-02,5.542078e-02,4.947057e-02,4.390378e-02,4.121055e-02,4.091477e-02,3.707587e-02,3.387787e-02,3.157879e-02,2.952525e-02,2.831605e-02,2.821536e-02,2.714509e-02,7.233385e-02,6.837007e-08,-2.124162e-06,1.288744e-05,7.339888e-06,8.636562e-04,1.609038e-03,2.105639e-02
1.358638e-01,1.143511e-01,9.718017e-02,7.834738e-02,7.635611e-02,7.563312e-02,6.334232e-02,5.693023e-02,5.434468e-02,4.917781e-02,4.653657e-02,4.331764e-02,3.933099e-02,3.752250e-02,3.459639e-02,3.377213e-02,3.156032e-02,3.123926e-02,2.574034e-02,2.444231e-02,2.405320e-02,2.335611e-02,2.309175e-02,2.081536e-02,4.917781e-02,6.454493e-08,-2.052016e-06,1.317781e-05,-4.338097e-06,9.185366e-04,1.624513e-03,2.091443e-02
1.030625e-01,9.216952e-02,6.903731e-02,6.143593e-02,5.400365e-02,5.263779e-02,3.756773e-02,3.542801e-02,3.461373e-02,3.374666e-02,2.524578e-02,2.161547e-02,2.039896e-02,2.003249e-02,1.662668e-02,1.454153e-02,1.440586e-02,1.325570e-02,1.156551e-02,1.113715e-02,1.092428e-02,1.079778e-02,1.059089e-02,1.018731e-02,3.374666e-02,8.483211e-08,-2.525393e-06,1.446075e-05,3.104867e-05,6.837191e-04,1.577260e-03,2.123003e-02
1.606411e-01,1.255558e-01,1.189905e-01,1.182147e-01,1.103358e-01,9.325469e-02,8.032855e-02,7.122479e-02,6.220823e-02,6.103724e-02,6.051890e-02,5.600264e-02,5.029554e-02,5.019767e-02,4.835232e-02,4.715950e-02,3.886236e-02,3.468563e-02,3.367574e-02,3.357609e-02,3.128473e-02,3.052594e-02,2.952007e-02,2.842220e-02,6.103724e-02,6.428413e-08,-2.086968e-06,1.440019e-05,-1.608181e-05,9.437951e-04,1.672419e-03,2.074209e-02
1.017566e-01,9.734296e-02,8.392590e-02,8.041782e-02,7.147688e-02,6.315011e-02,5.131308e-02,4.765639e-02,4.234883e-02,4.215914e-02,3.913751e-02,3.184720e-02,2.914368e-02,2.851823e-02,2.723672e-02,2.656164e-02,2.339319e-02,2.202105e-02,2.194046e-02,1.800435e-02,1.735471e-02,1.726222e-02,1.715136e-02,1.602747e-02,4.215914e-02,7.498717e-08,-2.313781e-06,1.439806e-05,8.733212e-06,8.067274e-04,1.613461e-03,2.097845e-02
1.590543e-01,9.824362e-02,9.571201e-02,8.521177e-02,8.023925e-02,6.660760e-02,6.101566e-02,6.051515e-02,5.866114e-02,5.667723e-02,5.228117e-02,5.039172e-02,4.716051e-02,4.354327e-02,3.771000e-02,3.631900e-02,3.490737e-02,3.208113e-02,2.911434e-02,2.803706e-02,2.665045e-02,2.572300e-02,2.209060e-02,2.021885e-02,5.667723e-02,6.663108e-08,-2.108515e-06,1.351681e-05,-2.498131e-06,9.002294e-04,1.651596e-03,2.096406e-02
9.728632e-02,9.649816e-02,8.078107e-02,7.641317e-02,6.425034e-02,6.173174e-02,4.896604e-02,4.348640e-02,4.315178e-02,4.048647e-02,3.614676e-02,3.038331e-02,3.036737e-02,2.776048e-02,2.258859e-02,2.154110e-02,2.063703e-02,1.989207e-02,1.521807e-02,1.494654e-02,1.455794e-02,1.400157e-02,1.285803e-02,1.231389e-02,4.048647e-02,7.358797e-08,-2.245118e-06,1.323281e-05,1.643858e-05,7.957633e-04,1.571543e-03,2.104254e-02
1.468895e-01,1.126135e-01,8.520479e-02,8.507440e-02,8.333714e-02,8.093937e-02,8.037139e-02,7.205702e-02,6.988751e-02,6.484823e-02,6.428264e-02,5.771958e-02,5.407380e-02,5.188097e-02,4.484196e-02,3.938098e-02,3.720963e-02,3.659076e-02,3.472601e-02,3.353212e-02,3.280187e-02,3.117949e-02,2.846518e-02,2.710861e-02,6.484823e-02,5.381163e-08,-1.839176e-06,1.367958e-05,-3.418456e-05,1.064527e-03,1.656129e-03,2.054768e-02
