input1,input2,input3,input4,input5,input6,input7,input8,input9,input10,input11,input12,input13,input14,input15,input16,input17,input18,input19,input20,input21,input22,input23,input24,input25,output1,output2,output3,output4,output5,output6
7.277045e-02,7.222094e-02,6.374030e-02,5.584010e-02,5.073669e-02,4.456872e-02,4.433356e-02,3.514757e-02,3.252491e-02,3.011972e-02,2.903110e-02,2.848512e-02,2.272964e-02,2.087775e-02,1.805436e-02,1.772673e-02,1.770827e-02,1.549536e-02,1.504060e-02,1.139090e-02,1.050762e-02,1.009927e-02,9.550735e-03,9.375249e-03,3.011972e-02,4.072212e+00,1.356600e-02,2.677162e-01,-1.422258e-02,-1.083009e-03,-3.003962e-04
1.000885e-01,6.311165e-02,6.234785e-02,5.637994e-02,5.442872e-02,3.768044e-02,3.329480e-02,3.144566e-02,2.976033e-02,2.519184e-02,1.989884e-02,1.621530e-02,1.404912e-02,1.298356e-02,1.203476e-02,1.109073e-02,1.051261e-02,1.007219e-02,9.115690e-03,8.755321e-03,8.228603e-03,7.894841e-03,7.821446e-03,6.974015e-03,2.519184e-02,4.105199e+00,1.823930e-02,2.556873e-01,-1.515254e-02,-1.061579e-03,-3.287735e-04
1.351329e-01,8.546841e-02,8.086171e-02,7.370863e-02,7.148710e-02,6.399995e-02,5.637011e-02,3.452248e-02,3.141810e-02,2.826288e-02,2.730977e-02,2.659769e-02,2.102097e-02,1.916811e-02,1.863366e-02,1.675166e-02,1.554511e-02,1.530487e-02,1.418490e-02,1.338155e-02,1.241042e-02,1.202261e-02,1.167004e-02,1.118284e-02,2.826288e-02,4.090977e+00,1.006708e-02,2.837650e-01,-1.324777e-02,-8.092805e-04,-3.129986e-04
6.788202e-02,6.307634e-02,5.933832e-02,5.589623e-02,5.338875e-02,4.933507e-02,4.657328e-02,4.489806e-02,4.056667e-02,4.015574e-02,3.848695e-02,3.747295e-02,3.709568e-02,3.502324e-02,3.169257e-02,3.111137e-02,2.994353e-02,2.943127e-02,2.886455e-02,2.769047e-02,2.737174e-02,2.716457e-02,2.620412e-02,2.521501e-02,4.015574e-02,4.301036e+00,1.120801e-02,2.834839e-01,-1.456587e-02,-9.311808e-04,-3.470464e-04
5.460910e-02,4.601916e-02,4.579633e-02,4.046321e-02,3.178053e-02,3.054391e-02,2.154802e-02,1.326006e-02,1.115387e-02,1.098906e-02,1.039008e-02,9.601632e-03,8.577387e-03,7.257803e-03,6.580946e-03,5.660241e-03,5.083578e-03,4.925545e-03,4.401621e-03,4.325377e-03,4.093850e-03,3.818033e-03,3.206178e-03,2.860494e-03,1.098906e-02,4.078728e+00,1.904417e-02,2.530317e-01,-1.509872e-02,-1.078695e-03,-3.257240e-04
1.386399e-01,1.304911e-01,1.227653e-01,8.773470e-02,6.888224e-02,6.033948e-02,5.302835e-02,4.775769e-02,4.109956e-02,4.087410e-02,4.051824e-02,3.786099e-02,3.734768e-02,3.377314e-02,3.183515e-02,3.084301e-02,2.769570e-02,2.644298e-02,2.531497e-02,2.356282e-02,2.145530e-02,2.115693e-02,1.897123e-02,1.778492e-02,4.087410e-02,4.101103e+00,1.576257e-02,2.652132e-01,-1.428280e-02,-8.325531e-04,-3.450278e-04
9.242772e-02,6.460123e-02,6.369932e-02,5.415063e-02,4.884195e-02,4.208195e-02,3.913245e-02,3.153860e-02,3.025783e-02,2.970399e-02,2.681683e-02,2.337472e-02,2.133211e-02,2.121988e-02,2.108418e-02,1.639713e-02,1.166617e-02,1.164630e-02,1.161073e-02,1.149970e-02,1.106687e-02,1.091893e-02,1.005774e-02,8.791580e-03,2.970399e-02,4.072436e+00,1.407833e-02,2.659423e-01,-1.412707e-02,-1.022217e-03,-3.079360e-04
8.979563e-02,8.057847e-02,6.248330e-02,6.163809e-02,5.247328e-02,5.242468e-02,5.186952e-02,4.389874e-02,4.044070e-02,4.000113e-02,3.992238e-02,3.663891e-02,3.476592e-02,3.085752e-02,2.959258e-02,2.578277e-02,2.511399e-02,2.374296e-02,2.325660e-02,2.162299e-02,2.144001e-02,1.960153e-02,1.926292e-02,1.847319e-02,4.000113e-02,4.139535e+00,1.607427e-02,2.652643e-01,-1.452130e-02,-8.376551e-04,-3.519335e-04
1.935401e-01,1.462423e-01,1.437018e-01,1.335467e-01,1.157624e-01,7.878774e-02,6.876440e-02,5.491572e-02,5.307894e-02,5.212635e-02,4.304435e-02,4.293289e-02,4.194548e-02,3.775821e-02,3.684353e-02,3.653545e-02,3.401507e-02,3.377660e-02,3.141967e-02,2.867138e-02,2.623912e-02,2.607280e-02,2.474403e-02,2.391317e-02,5.212635e-02,4.071064e+00,1.537061e-02,2.652030e-01,-1.396816e-02,-8.435286e-04,-3.360588e-04
2.281852e-01,2.006151e-01,1.335138e-01,9.486699e-02,7.838847e-02,5.386880e-02,5.093438e-02,4.571500e-02,4.350536e-02,4.200997e-02,3.835837e-02,3.411281e-02,3.381363e-02,3.348654e-02,3.031521e-02,2.880314e-02,2.703722e-02,2.472648e-02,2.430951e-02,2.228224e-02,2.151041e-02,2.107743e-02,2.053253e-02,1.959505e-02,4.200997e-02,4.065273e+00,1.666029e-02,2.604451e-01,-1.430144e-02,-9.488133e-04,-3.296538e-04
8.900323e-02,8.131645e-02,7.837897e-02,5.841143e-02,4.608085e-02,4.289120e-02,3.392402e-02,3.274756e-02,2.414404e-02,2.271981e-02,1.987818e-02,1.863183e-02,1.601761e-02,1.531894e-02,1.383873e-02,1.175825e-02,1.164476e-02,1.094308e-02,9.820840e-03,9.598923e-03,8.317222e-03,7.643359e-03,6.804430e-03,6.458155e-03,2.271981e-02,4.080859e+00,1.518682e-02,2.659484e-01,-1.398072e-02,-8.457614e-04,-3.367372e-04
1.943644e-01,1.248139e-01,9.748844e-02,9.511505e-02,7.561332e-02,6.779625e-02,6.612073e-02,5.627013e-02,5.112876e-02,4.580197e-02,4.345449e-02,4.337667e-02,3.872398e-02,3.521036e-02,3.431819e-02,3.173514e-02,3.077579e-02,2.849492e-02,2.797617e-02,2.744452e-02,2.474088e-02,2.325656e-02,2.318915e-02,2.265412e-02,4.580197e-02,4.104900e+00,1.280531e-02,2.739859e-01,-1.364404e-02,-8.035801e-04,-3.314792e-04
2.956215e-01,2.249701e-01,1.256907e-01,1.016053e-01,8.370805e-02,7.805130e-02,7.531083e-02,7.073814e-02,6.164370e-02,5.666375e-02,5.225258e-02,4.983834e-02,4.471428e-02,4.327000e-02,4.030694e-02,3.991288e-02,3.727950e-02,3.365363e-02,3.228088e-02,3.056320e-02,2.981473e-02,2.850585e-02,2.669005e-02,2.553054e-02,5.666375e-02,4.090248e+00,1.239002e-02,2.752072e-01,-1.350849e-02,-8.018228e-04,-3.282268e-04
5.770526e-02,5.584487e-02,5.079052e-02,4.415332e-02,4.405019e-02,4.135012e-02,3.859488e-02,3.825672e-02,3.426875e-02,3.008328e-02,2.728238e-02,2.451301e-02,1.901244e-02,1.880606e-02,1.793347e-02,1.623904e-02,1.495605e-02,1.462026e-02,1.223143e-02,9.678859e-03,9.420912e-03,9.258986e-03,9.028750e-03,8.991028e-03,3.008328e-02,4.122401e+00,1.326557e-02,2.731106e-01,-1.388839e-02,-8.021571e-04,-3.385457e-04
2.283010e-01,1.501565e-01,9.656873e-02,9.206061e-02,8.526190e-02,6.323352e-02,5.781170e-02,5.380344e-02,4.498651e-02,4.430343e-02,4.068624e-02,3.465465e-02,3.297305e-02,3.065671e-02,2.976677e-02,2.731794e-02,2.676656e-02,2.649828e-02,2.548516e-02,2.203214e-02,2.202358e-02,2.060012e-02,1.827493e-02,1.799297e-02,4.430343e-02,4.059808e+00,2.221158e-02,2.458276e-01,-1.559846e-02,-1.143032e-03,-3.284186e-04
1.098515e-01,7.849566e-02,7.595775e-02,7.389115e-02,6.080159e-02,5.638635e-02,5.454199e-02,4.646467e-02,4.375797e-02,4.186662e-02,4.022701e-02,3.717777e-02,3.405454e-02,3.030363e-02,2.792558e-02,2.782929e-02,2.677086e-02,2.527330e-02,2.256130e-02,2.180557e-02,1.902491e-02,1.869669e-02,1.744302e-02,1.710979e-02,4.186662e-02,4.110367e+00,1.314040e-02,2.732284e-01,-1.379444e-02,-8.046687e-04,-3.357407e-04
1.707609e-01,1.453270e-01,1.255921e-01,1.173792e-01,1.016903e-01,6.891448e-02,6.320314e-02,5.134365e-02,5.078890e-02,4.756572e-02,3.869787e-02,3.725293e-02,3.590738e-02,3.506351e-02,3.306177e-02,3.186961e-02,2.866199e-02,2.787983e-02,2.584887e-02,2.372600e-02,2.220118e-02,1.989949e-02,1.815718e-02,1.739793e-02,4.756572e-02,4.054921e+00,1.885392e-02,2.521571e-01,-1.489867e-02,-1.104595e-03,-3.158169e-04
1.101202e-01,9.310165e-02,8.776281e-02,8.141328e-02,7.586560e-02,7.120088e-02,6.764773e-02,5.976556e-02,5.697361e-02,4.859296e-02,4.414288e-02,3.732977e-02,3.509320e-02,3.188459e-02,2.929970e-02,2.729287e-02,2.513780e-02,2.297646e-02,2.261459e-02,2.240898e-02,2.220923e-02,2.000973e-02,1.913894e-02,1.707953e-02,4.859296e-02,4.119495e+00,2.731705e-02,2.467750e-01,-1.614181e-02,-8.052276e-04,-4.131539e-04
6.580000e-02,5.809434e-02,5.180576e-02,5.029034e-02,4.809064e-02,3.481539e-02,3.226050e-02,2.504505e-02,2.493967e-02,2.329461e-02,2.164098e-02,2.143949e-02,1.775057e-02,1.610690e-02,1.287701e-02,1.229999e-02,1.155615e-02,1.100882e-02,1.003785e-02,9.359398e-03,8.259496e-03,7.640162e-03,7.008680e-03,6.395638e-03,2.329461e-02,4.100034e+00,1.451173e-02,2.670160e-01,-1.413094e-02,-8.972372e-04,-3.291761e-04
3.801947e-01,1.863311e-01,1.088341e-01,9.470332e-02,7.871772e-02,7.052281e-02,6.442935e-02,6.274889e-02,5.530746e-02,5.116867e-02,4.717837e-02,4.546272e-02,4.349662e-02,4.037046e-02,3.403529e-02,3.174404e-02,3.043103e-02,2.936654e-02,2.783792e-02,2.713359e-02,2.364310e-02,2.278271e-02,2.225561e-02,2.130335e-02,5.116867e-02,4.067088e+00,7.201805e-03,2.967549e-01,-1.276068e-02,-9.428074e-04,-2.751902e-04
3.866995e-01,2.194250e-01,1.170913e-01,9.818075e-02,8.985625e-02,8.540475e-02,7.137301e-02,6.171407e-02,5.963465e-02,5.646779e-02,5.253770e-02,5.084862e-02,4.709499e-02,4.425177e-02,4.418370e-02,3.963455e-02,3.848953e-02,3.554624e-02,3.233686e-02,2.959847e-02,2.865714e-02,2.835555e-02,2.691267e-02,2.532612e-02,5.646779e-02,4.064809e+00,1.955682e-02,2.511166e-01,-1.512916e-02,-1.119534e-03,-3.212793e-04
8.508174e-02,7.187659e-02,4.839398e-02,4.780491e-02,3.680272e-02,3.592055e-02,3.490592e-02,3.154718e-02,2.938780e-02,2.408890e-02,2.401091e-02,2.191272e-02,1.909413e-02,1.351430e-02,1.029445e-02,9.022266e-03,8.367300e-03,8.017837e-03,7.823999e-03,7.427155e-03,6.372176e-03,6.177887e-03,5.513128e-03,5.180555e-03,2.408890e-02,4.057467e+00,7.934666e-03,2.925359e-01,-1.300508e-02,-9.450911e-04,-2.799373e-04
1.856300e-01,9.932123e-02,6.149337e-02,5.545888e-02,4.713583e-02,4.305207e-02,4.293089e-02,4.230679e-02,4.032743e-02,3.821955e-02,3.697652e-02,3.544119e-02,3.445436e-02,3.165570e-02,2.626567e-02,2.603935e-02,2.461589e-02,2.385038e-02,2.321490e-02,2.298910e-02,2.037329e-02,1.942978e-02,1.637970e-02,1.499393e-02,3.821955e-02,4.079099e+00,1.236481e-02,2.725819e-01,-1.406147e-02,-1.058096e-03,-2.993361e-04
7.647118e-02,7.053005e-02,5.044122e-02,4.035096e-02,3.208639e-02,2.618793e-02,2.587139e-02,2.383109e-02,1.631745e-02,1.278057e-02,1.237879e-02,1.088232e-02,9.136803e-03,8.176111e-03,7.267464e-03,6.557386e-03,6.428328e-03,5.852851e-03,5.144934e-03,5.030963e-03,4.991941e-03,4.907718e-03,4.016991e-03,3.966044e-03,1.278057e-02,4.054281e+00,2.551665e-03,3.485470e-01,-1.183955e-02,-8.066689e-04,-2.459038e-04
2.061448e-01,9.526324e-02,5.227802e-02,4.640235e-02,3.737732e-02,3.471771e-02,3.201062e-02,3.167871e-02,3.061204e-02,2.535444e-02,2.485966e-02,1.800716e-02,1.742202e-02,1.483772e-02,1.399244e-02,1.148237e-02,1.071276e-02,9.509389e-03,9.194456e-03,8.448562e-03,8.069781e-03,7.607543e-03,7.247087e-03,6.666543e-03,2.535444e-02,4.059023e+00,1.447651e-02,2.643627e-01,-1.434111e-02,-1.065900e-03,-3.035397e-04
7.720576e-02,6.321930e-02,5.711238e-02,4.609745e-02,3.897639e-02,3.494372e-02,2.933942e-02,2.850314e-02,2.578263e-02,2.436890e-02,2.261741e-02,1.839756e-02,1.768950e-02,1.767145e-02,1.460017e-02,1.238730e-02,9.006633e-03,8.173339e-03,8.049121e-03,7.302222e-03,6.590182e-03,6.447393e-03,5.825648e-03,5.544142e-03,2.436890e-02,4.067968e+00,9.578538e-03,2.840497e-01,-1.342411e-02,-9.776680e-04,-2.884349e-04
2.141578e-01,1.470928e-01,1.346933e-01,1.061655e-01,9.605578e-02,9.507309e-02,8.361892e-02,7.010714e-02,6.816955e-02,6.281721e-02,5.658218e-02,5.330156e-02,5.304352e-02,4.749341e-02,4.491063e-02,4.150455e-02,4.066994e-02,3.969160e-02,3.749960e-02,3.629796e-02,3.416463e-02,3.400751e-02,3.269085e-02,3.151080e-02,6.281721e-02,4.101001e+00,1.905729e-02,2.537799e-01,-1.528003e-02,-1.084545e-03,-3.306708e-04
9.386638e-02,8.914381e-02,7.188133e-02,7.142177e-02,5.604932e-02,5.435870e-02,5.070812e-02,3.995769e-02,3.802342e-02,3.789243e-02,3.732169e-02,3.616407e-02,3.314280e-02,3.133924e-02,3.062321e-02,2.827828e-02,2.750807e-02,2.627723e-02,2.566496e-02,2.555544e-02,2.422123e-02,1.969619e-02,1.928191e-02,1.667985e-02,3.789243e-02,4.094103e+00,6.906515e-03,3.001126e-01,-1.295803e-02,-9.316883e-04,-2.808178e-04
1.824693e-01,1.326990e-01,1.042968e-01,8.211471e-02,6.159363e-02,6.041270e-02,5.169005e-02,4.956842e-02,4.653033e-02,4.237614e-02,4.146787e-02,3.972387e-02,3.573755e-02,3.458319e-02,3.437336e-02,3.343718e-02,3.077359e-02,3.062943e-02,3.028530e-02,2.897122e-02,2.744553e-02,2.540972e-02,2.436342e-02,2.331908e-02,4.237614e-02,4.081136e+00,1.572956e-02,2.608501e-01,-1.461757e-02,-1.097983e-03,-3.100525e-04
9.186327e-02,7.668802e-02,6.203968e-02,5.359674e-02,4.840957e-02,4.802742e-02,3.791999e-02,3.574686e-02,3.329838e-02,3.005828e-02,2.717109e-02,2.643418e-02,2.538589e-02,2.311212e-02,2.271538e-02,2.164142e-02,2.075245e-02,1.872931e-02,1.841772e-02,1.762644e-02,1.693853e-02,1.513851e-02,1.456721e-02,1.236107e-02,3.005828e-02,4.078223e+00,3.476993e-03,3.334245e-01,-1.214136e-02,-8.346272e-04,-2.574791e-04
2.895661e-01,2.397543e-01,1.606310e-01,1.290778e-01,1.152485e-01,8.939015e-02,8.241731e-02,7.462397e-02,7.040396e-02,6.201928e-02,5.780417e-02,5.702574e-02,5.195767e-02,4.954278e-02,4.595668e-02,4.443732e-02,4.305246e-02,3.883045e-02,3.741060e-02,3.498916e-02,3.429510e-02,3.244312e-02,3.005682e-02,2.955922e-02,6.201928e-02,4.079364e+00,7.447517e-03,2.960024e-01,-1.297979e-02,-9.500162e-04,-2.804687e-04
9.198980e-02,7.755170e-02,7.097980e-02,6.420197e-02,6.013196e-02,5.548797e-02,5.228988e-02,5.151189e-02,5.033554e-02,4.926182e-02,4.889969e-02,4.888153e-02,4.444778e-02,4.132020e-02,3.584950e-02,3.538553e-02,3.362583e-02,3.255562e-02,3.114336e-02,3.039780e-02,3.005545e-02,2.935479e-02,2.883037e-02,2.831397e-02,4.926182e-02,4.163996e+00,1.845513e-02,2.583832e-01,-1.531883e-02,-9.758075e-04,-3.532332e-04
2.211763e-01,1.504778e-01,1.200554e-01,1.111915e-01,1.053792e-01,7.766625e-02,6.943483e-02,6.764836e-02,6.725540e-02,5.813025e-02,5.188366e-02,5.078726e-02,4.435602e-02,4.190481e-02,3.986590e-02,3.649740e-02,3.485700e-02,3.382368e-02,3.244657e-02,3.141652e-02,3.033721e-02,2.907054e-02,2.823905e-02,2.698030e-02,5.813025e-02,4.125786e+00,7.538593e-03,2.967969e-01,-1.325780e-02,-9.543332e-04,-2.886541e-04
1.713640e-01,1.086913e-01,1.035069e-01,6.992427e-02,6.301586e-02,5.419638e-02,4.975173e-02,4.149762e-02,3.930022e-02,3.580003e-02,3.196485e-02,3.101243e-02,3.085687e-02,2.859775e-02,2.569851e-02,2.469528e-02,2.171904e-02,2.049735e-02,1.746837e-02,1.567594e-02,1.564123e-02,1.455879e-02,1.422501e-02,1.290465e-02,3.580003e-02,4.087786e+00,5.744299e-03,3.088901e-01,-1.269147e-02,-8.871767e-04,-2.742533e-04
1.621970e-01,1.137499e-01,9.121822e-02,8.426420e-02,7.227950e-02,5.726981e-02,5.660757e-02,5.029122e-02,4.133228e-02,3.878501e-02,3.793590e-02,3.560971e-02,3.413647e-02,3.211844e-02,3.071530e-02,3.040424e-02,2.765461e-02,2.678505e-02,2.602445e-02,2.509320e-02,2.337142e-02,2.170103e-02,2.098948e-02,1.894571e-02,3.878501e-02,4.073729e+00,2.201196e-02,2.467558e-01,-1.571195e-02,-1.136437e-03,-3.313754e-04
4.382250e-01,1.456772e-01,1.344290e-01,1.254968e-01,8.766904e-02,8.493807e-02,6.595701e-02,6.381283e-02,6.068079e-02,5.368656e-02,4.747363e-02,4.357918e-02,4.320350e-02,3.897708e-02,3.787528e-02,3.492208e-02,3.134428e-02,3.060976e-02,2.752771e-02,2.639211e-02,2.530993e-02,2.416379e-02,2.361092e-02,2.312858e-02,5.368656e-02,4.052561e+00,5.899310e-03,3.064664e-01,-1.253737e-02,-8.895956e-04,-2.697246e-04
1.187071e-01,9.360654e-02,7.586848e-02,7.258722e-02,6.701024e-02,5.677897e-02,5.474529e-02,5.235004e-02,4.814723e-02,4.541396e-02,4.518874e-02,4.164313e-02,3.932838e-02,3.780763e-02,3.367768e-02,3.184890e-02,3.175229e-02,3.018820e-02,2.915496e-02,2.479613e-02,2.455147e-02,2.212733e-02,2.201065e-02,2.018962e-02,4.541396e-02,4.117774e+00,1.467257e-02,2.684576e-01,-1.420826e-02,-8.307328e-04,-3.422142e-04
7.779406e-02,7.085229e-02,6.672571e-02,6.130782e-02,5.694532e-02,4.764179e-02,4.566400e-02,4.256173e-02,4.062028e-02,3.645519e-02,3.357113e-02,3.320369e-02,3.316340e-02,2.872970e-02,2.672695e-02,2.595545e-02,2.447145e-02,2.361787e-02,2.339754e-02,2.249743e-02,2.196106e-02,2.141085e-02,2.122681e-02,1.912116e-02,3.645519e-02,4.137768e+00,4.728996e-03,3.197829e-01,-1.270835e-02,-8.900542e-04,-2.753744e-04
9.666610e-02,7.123115e-02,6.700961e-02,6.449471e-02,6.085963e-02,5.177250e-02,5.176133e-02,4.477660e-02,4.381147e-02,4.304476e-02,4.074941e-02,3.664110e-02,3.179343e-02,3.148343e-02,2.823582e-02,2.621387e-02,2.334711e-02,2.228986e-02,2.198889e-02,2.120314e-02,2.095393e-02,1.978411e-02,1.711019e-02,1.707475e-02,4.304476e-02,4.118251e+00,1.367780e-02,2.686881e-01,-1.451993e-02,-1.092232e-03,-3.094720e-04
6.064983e-02,5.298022e-02,4.762311e-02,4.710984e-02,2.582241e-02,2.482109e-02,1.751806e-02,1.609628e-02,1.202897e-02,1.134445e-02,1.053060e-02,1.026661e-02,7.386568e-03,6.764402e-03,6.095299e-03,5.193270e-03,4.655557e-03,4.356878e-03,4.230129e-03,3.600573e-03,3.590555e-03,3.336137e-03,3.156891e-03,2.834222e-03,1.134445e-02,4.057670e+00,3.935429e-03,3.267585e-01,-1.216174e-02,-8.338586e-04,-2.587574e-04
9.492435e-02,9.122830e-02,8.236609e-02,7.806637e-02,7.568977e-02,6.531173e-02,5.748297e-02,5.419221e-02,5.033255e-02,4.808163e-02,4.757863e-02,4.179066e-02,4.006331e-02,3.949753e-02,3.892944e-02,3.331008e-02,3.205675e-02,3.020992e-02,2.912163e-02,2.843598e-02,2.684687e-02,2.647782e-02,2.594159e-02,2.515390e-02,4.808163e-02,4.130423e+00,1.492226e-02,2.648501e-01,-1.472298e-02,-1.051929e-03,-3.197027e-04
3.280075e-01,2.166652e-01,9.948289e-02,8.434087e-02,7.502806e-02,6.430102e-02,6.203426e-02,5.272665e-02,5.187415e-02,4.632470e-02,4.475408e-02,4.383097e-02,4.099342e-02,3.870056e-02,3.695504e-02,3.443288e-02,3.076028e-02,2.940415e-02,2.783611e-02,2.746531e-02,2.615336e-02,2.328119e-02,2.191373e-02,2.181185e-02,4.632470e-02,4.049298e+00,1.969774e-03,3.616531e-01,-1.167058e-02,-8.022419e-04,-2.378287e-04
6.665351e-02,6.572338e-02,6.546431e-02,6.510380e-02,5.727865e-02,5.246895e-02,4.829340e-02,4.724806e-02,4.406818e-02,4.291758e-02,4.242468e-02,3.692494e-02,3.582852e-02,3.485798e-02,3.318197e-02,3.078359e-02,2.953125e-02,2.725299e-02,2.699093e-02,2.628561e-02,2.587612e-02,2.586506e-02,2.400834e-02,2.341087e-02,4.291758e-02,4.110547e+00,2.488330e-02,2.451117e-01,-1.616104e-02,-1.024674e-03,-3.662541e-04
1.201657e-01,6.711605e-02,5.865727e-02,5.502496e-02,4.815477e-02,4.363851e-02,4.149395e-02,3.583320e-02,3.571147e-02,3.376523e-02,3.251108e-02,2.969517e-02,2.853352e-02,2.599194e-02,2.559464e-02,2.546050e-02,2.368812e-02,1.999289e-02,1.836896e-02,1.754423e-02,1.403634e-02,1.401653e-02,1.344948e-02,1.149718e-02,3.376523e-02,4.105294e+00,1.018741e-02,2.821804e-01,-1.373937e-02,-1.006678e-03,-2.965489e-04
5.152539e-01,1.600859e-01,8.725317e-02,7.020172e-02,6.965777e-02,6.470672e-02,5.845882e-02,4.820084e-02,4.629969e-02,4.056445e-02,3.588527e-02,3.212156e-02,3.112964e-02,2.990291e-02,2.970941e-02,2.714164e-02,2.662242e-02,2.566353e-02,2.450435e-02,2.288552e-02,2.223427e-02,2.097749e-02,2.022599e-02,1.826775e-02,4.056445e-02,4.059294e+00,6.820032e-03,2.998273e-01,-1.278062e-02,-9.184843e-04,-2.755518e-04
2.407429e-01,2.074973e-01,1.750279e-01,1.346345e-01,9.197060e-02,8.359799e-02,6.440091e-02,5.532521e-02,5.198378e-02,4.184046e-02,3.957530e-02,3.657832e-02,3.584084e-02,3.162990e-02,3.045743e-02,2.943669e-02,2.771222e-02,2.642564e-02,2.414404e-02,2.298026e-02,2.106387e-02,2.058577e-02,1.944582e-02,1.807459e-02,4.184046e-02,4.075937e+00,1.229326e-02,2.744268e-01,-1.359984e-02,-8.336159e-04,-3.207784e-04
1.426092e-01,7.835163e-02,6.667619e-02,6.225751e-02,5.126131e-02,4.435383e-02,4.324363e-02,4.063962e-02,3.431118e-02,3.346328e-02,3.100010e-02,3.093540e-02,2.773830e-02,2.617149e-02,2.478600e-02,2.407476e-02,2.319941e-02,2.260661e-02,2.161797e-02,2.107565e-02,2.018213e-02,1.603817e-02,1.490534e-02,1.349596e-02,3.346328e-02,4.088011e+00,1.927989e-02,2.526999e-01,-1.534315e-02,-1.093574e-03,-3.265353e-04
8.445277e-02,7.046800e-02,5.080498e-02,4.722587e-02,3.306267e-02,3.244731e-02,2.931493e-02,2.055464e-02,1.559045e-02,1.190053e-02,1.025799e-02,9.512279e-03,8.654477e-03,8.102898e-03,7.235320e-03,6.542284e-03,5.762005e-03,5.031095e-03,4.886084e-03,4.632087e-03,4.432467e-03,4.069206e-03,3.779350e-03,3.443454e-03,1.190053e-02,4.041060e+00,1.219548e-02,2.713920e-01,-1.373444e-02,-1.019300e-03,-2.932788e-04
7.975885e-02,6.051030e-02,6.010988e-02,5.478435e-02,5.105570e-02,4.977019e-02,4.846654e-02,4.029982e-02,3.456648e-02,3.047346e-02,2.978394e-02,2.838168e-02,2.785704e-02,2.709009e-02,2.623219e-02,2.509671e-02,2.311635e-02,2.281840e-02,1.912261e-02,1.719550e-02,1.698478e-02,1.660546e-02,1.334428e-02,1.268699e-02,3.047346e-02,4.122919e+00,1.769639e-02,2.572972e-01,-1.536497e-02,-1.159828e-03,-3.215135e-04
